Property_ID,City,Locality_Type,Property_Type,BHK,Bathrooms,Super_Area_SqFt,Carpet_Area_SqFt,Floor_Number,Total_Floors,Age_of_Property,Furnishing_Status,Parking,Lift_Available,Gated_Community,Distance_to_Metro_km,Distance_to_City_Center_km,Price_INR_Lakhs
DE-323285,Delhi,Premium,Apartment,1,1,2215.5,1761.76,1,6,24,Furnished,0,1,1,7.38,7.98,315.39
HY-918925,Hyderabad,Mid-Range,Independent House,1,1,1304.92,1064.01,3,18,26,Furnished,1,1,0,1.94,7.91,86.82
CH-388321,Chandigarh,Mid-Range,Builder Floor,1,1,1209.47,891.37,12,21,6,Furnished,0,1,1,7.04,7.66,65.86541943692909
AH-810041,Ahmedabad,Mid-Range,Apartment,1,2,1484.96,1194.99,1,6,10,Unfurnished,1,1,0,3.05,9.38,277.10672312455307
KO-816029,Kolkata,Mid-Range,Villa,4,5,974.68,667.13,13,27,6,Furnished,1,1,1,1.9,8.17,65.46
MU-154174,Mumbai,Affordable,Villa,4,4,972.33,665.73,3,16,6,Semi-Furnished,1,1,1,1.44,5.66,147.95
HY-363006,Hyderabad,Premium,Villa,4,5,2295.19,1799.36,0,9,26,Semi-Furnished,1,1,1,4.26,5.84,173.78
AH-216772,Ahmedabad,Premium,Apartment,4,4,2039.8,1535.75,0,6,30,Semi-Furnished,1,1,1,4.11,2.44,83.92
AH-417448,Ahmedabad,Mid-Range,Apartment,3,4,1266.03,937.07,3,25,10,Semi-Furnished,0,1,1,3.48,13.31,71.57
MU-772399,Mumbai,Mid-Range,Independent House,3,4,926.28,763.82,2,23,9,Unfurnished,1,1,0,3.38,9.87,134.17
BA-347334,Bangalore,Affordable,Builder Floor,3,3,702.69,466.33,9,16,31,Semi-Furnished,1,1,1,2.13,12.77,48.4
JA-690757,Jaipur,Premium,Apartment,4,4,890.91,608.64,10,17,21,Unfurnished,0,1,0,5.52,11.83,21.77
KO-768788,Kolkata,Affordable,Apartment,4,5,975.62,676.19,10,13,9,Unfurnished,1,1,0,1.98,8.04,45.89
KO-289929,Kolkata,Mid-Range,Builder Floor,2,2,850.37,662.61,22,36,25,Semi-Furnished,1,1,0,5.94,14.54,36.96
AH-195408,Ahmedabad,Premium,Builder Floor,3,3,1730.31,1286.68,0,2,20,Unfurnished,1,1,1,1.54,6.46,101.16
CH-133526,Chennai,Mid-Range,Apartment,4,5,482.66,407.99,15,16,17,Semi-Furnished,1,1,0,6.39,13.91,46.76
CH-429615,Chandigarh,Mid-Range,Builder Floor,3,4,1637.66,1091.08,3,6,17,Furnished,1,1,1,3.27,5.91,100.9
MU-750097,Mumbai,Premium,Apartment,2,3,2023.36,1333.39,10,16,3,Furnished,1,1,1,1.6,7.08,725.92
AH-458206,Ahmedabad,Mid-Range,Apartment,3,3,1072.12,908.3,11,15,20,Furnished,1,1,0,1.13,1.19,37.45
CH-631930,Chennai,Affordable,Apartment,3,4,679.87,534.96,3,7,7,Furnished,0,1,1,2.42,11.29,27.93
KO-734729,Kolkata,Premium,Builder Floor,2,3,1757.16,1456.55,6,15,2,Furnished,0,1,1,3.8,2.86,169.38
HY-295416,Hyderabad,Mid-Range,Villa,1,2,1087.06,787.6,3,11,9,Furnished,1,1,1,0.86,5.43,58.99
KO-274294,Kolkata,Premium,Independent House,1,1,2075.83,1485.04,6,9,32,Unfurnished,1,1,1,0.95,14.67,137.42
HY-109850,Hyderabad,Premium,Builder Floor,4,5,1763.62,1344.44,5,18,21,Unfurnished,1,1,1,4.3,2.95,181.77
MU-916510,Mumbai,Affordable,Apartment,3,3,959.13,720.74,13,35,15,Semi-Furnished,1,1,0,1.85,8.12,88.32
PU-722036,Pune,Premium,Independent House,2,2,2080.99,1409.4,20,23,1,Semi-Furnished,1,1,0,2.44,8.98,384.71
PU-901721,Pune,Mid-Range,Villa,3,4,1054.1,720.04,18,22,9,Furnished,0,1,0,3.56,9.15,64.22
BA-087688,Bangalore,Mid-Range,Builder Floor,6,6,1080.08,800.31,11,15,2,Semi-Furnished,1,1,1,1.71,10.69,75.18
KO-623623,Kolkata,Mid-Range,Villa,3,3,1234.81,914.04,0,1,28,Furnished,0,1,0,2.3,4.1,38.75
KO-205161,Kolkata,Mid-Range,Independent House,1,1,1576.07,1124.73,18,35,5,Semi-Furnished,1,1,0,6.41,8.73,97.57
JA-285988,Jaipur,Mid-Range,Builder Floor,3,3,1443.4,1024.04,26,38,4,Semi-Furnished,0,1,0,1.07,10.02,41.91
CH-166954,Chennai,Mid-Range,Independent House,3,3,1244.16,825.69,7,11,10,Semi-Furnished,1,1,1,2.55,10.3,77.06
MU-459160,Mumbai,Mid-Range,Builder Floor,3,4,1218.89,920.04,5,7,19,Furnished,1,1,1,4.61,2.22,349.68
AH-363927,Ahmedabad,Affordable,Builder Floor,3,4,421.93,284.6,9,14,15,Semi-Furnished,1,1,1,1.43,2.99,15.63
CH-172825,Chandigarh,Mid-Range,Independent House,3,3,1231.03,820.9,9,32,18,Furnished,0,1,1,6.52,1.57,99.57
MU-682610,Mumbai,Premium,Villa,5,5,1689.87,1137.43,11,39,27,Semi-Furnished,1,1,1,3.59,9.76,409.95
MU-945857,Mumbai,Affordable,Apartment,3,3,1105.83,749.75,31,38,19,Furnished,1,1,0,1.34,4.21,146.83
HY-597393,Hyderabad,Affordable,Builder Floor,3,4,811.15,672.02,7,38,0,Furnished,1,1,1,1.01,9.99,27.21
DE-842627,Delhi,Premium,Villa,2,3,1047.56,754.61,10,37,31,Unfurnished,1,1,1,1.26,13.45,161.48
BA-171073,Bangalore,Mid-Range,Builder Floor,3,3,627.66,420.93,10,27,13,Furnished,1,1,0,3.57,7.54,54.46
PU-416149,Pune,Affordable,Apartment,1,2,992.78,803.52,17,34,5,Unfurnished,0,1,1,2.76,5.96,46.83
JA-452588,Jaipur,Affordable,Apartment,4,4,868.55,733.51,2,7,29,Unfurnished,1,1,1,4.78,11.97,13.3
CH-814649,Chandigarh,Mid-Range,Villa,3,4,1347.73,1131.23,7,24,16,Unfurnished,1,1,1,0.27,2.3,89.91
KO-831404,Kolkata,Premium,Independent House,2,3,1539.22,1206.03,11,28,14,Semi-Furnished,0,1,0,0.09,8.79,124.18
HY-995672,Hyderabad,Affordable,Villa,2,2,915.27,691.58,7,18,24,Furnished,1,1,0,1.68,7.06,38.5
DE-233177,Delhi,Premium,Builder Floor,2,3,1884.27,1319.67,18,23,13,Unfurnished,1,1,0,1.69,5.56,470.11
JA-232971,Jaipur,Mid-Range,Builder Floor,4,5,1287.52,1052.74,3,17,13,Furnished,1,1,1,2.63,11.12,41.03
PU-797676,Pune,Affordable,Independent House,2,3,405.58,284.57,2,8,14,Unfurnished,1,1,0,3.58,9.42,32.33
CH-565935,Chennai,Mid-Range,Builder Floor,4,4,1466.3,1028.41,1,6,28,Furnished,1,1,0,1.42,2.45,117.74
MU-204421,Mumbai,Mid-Range,Villa,2,2,872.81,659.9,10,29,12,Unfurnished,1,1,0,7.3,4.95,206.62
CH-886667,Chennai,Premium,Villa,2,2,2495.1,1783.96,13,26,13,Furnished,1,1,0,3.85,1.89,381.89
HY-610432,Hyderabad,Mid-Range,Independent House,4,5,1096.54,735.05,19,29,4,Unfurnished,0,1,1,0.25,2.45,105.08
BA-335538,Bangalore,Mid-Range,Apartment,4,5,1426.33,1163.06,20,39,6,Furnished,1,1,1,1.29,9.51,171.73
AH-096761,Ahmedabad,Premium,Apartment,2,3,1799.06,1408.01,18,21,27,Unfurnished,1,1,1,1.07,9.29,118.39
AH-765047,Ahmedabad,Affordable,Apartment,4,4,984.43,723.76,16,31,18,Unfurnished,1,1,1,0.0,13.64,19.71
HY-568250,Hyderabad,Mid-Range,Apartment,4,5,1121.52,874.92,4,24,25,Furnished,1,1,0,1.23,2.64,64.41
PU-800701,Pune,Premium,Independent House,4,4,2023.58,1450.81,11,24,30,Unfurnished,1,1,1,7.8,4.27,212.35
HY-018215,Hyderabad,Mid-Range,Apartment,6,6,1231.95,1019.3,19,34,26,Furnished,0,1,0,3.73,8.46,77.68
PU-508085,Pune,Premium,Villa,3,3,1464.67,1057.13,0,1,4,Unfurnished,1,1,1,1.43,15.1,121.48
DE-698720,Delhi,Affordable,Independent House,6,6,959.24,625.93,22,39,25,Unfurnished,0,1,0,1.49,8.75,85.97
CH-173279,Chandigarh,Premium,Apartment,1,1,2708.85,2187.61,0,10,22,Unfurnished,1,1,0,4.33,7.05,336.75
PU-503104,Pune,Affordable,Apartment,2,2,623.95,498.49,15,18,10,Semi-Furnished,0,1,0,2.68,9.2,53.6
MU-641990,Mumbai,Mid-Range,Builder Floor,4,5,876.43,710.12,0,24,2,Furnished,0,1,0,1.58,11.85,171.21
KO-496436,Kolkata,Mid-Range,Apartment,2,3,930.24,750.89,5,8,31,Semi-Furnished,1,1,0,3.19,9.78,29.94
CH-510435,Chandigarh,Premium,Independent House,2,3,2364.09,1626.87,13,14,15,Semi-Furnished,0,1,0,1.04,6.02,187.09
DE-010382,Delhi,Mid-Range,Villa,1,1,1576.75,1153.34,14,34,28,Unfurnished,1,1,0,3.71,10.63,123.94
BA-609505,Bangalore,Premium,Builder Floor,2,3,2356.38,1935.99,0,26,15,Unfurnished,1,1,1,2.26,12.18,235.53
AH-650434,Ahmedabad,Premium,Villa,3,4,2461.99,1878.96,3,27,24,Furnished,0,1,0,1.9,11.89,107.55
JA-513577,Jaipur,Premium,Independent House,2,3,2224.8,1804.24,0,4,12,Semi-Furnished,1,1,1,4.5,2.82,189.3
CH-042798,Chennai,Premium,Villa,1,2,1852.67,1355.87,26,34,21,Unfurnished,1,1,1,5.9,9.34,223.37
MU-114798,Mumbai,Affordable,Villa,3,3,666.81,502.7,17,18,9,Unfurnished,1,1,1,0.84,1.87,111.1
PU-928184,Pune,Mid-Range,Builder Floor,1,2,690.98,516.66,20,38,28,Furnished,1,1,1,0.12,10.54,32.11
MU-554473,Mumbai,Mid-Range,Apartment,3,4,1309.81,960.71,18,26,28,Semi-Furnished,0,1,1,2.1,7.19,220.52
CH-585604,Chennai,Mid-Range,Independent House,4,5,1059.43,856.15,0,13,17,Unfurnished,1,1,1,3.7,2.49,126.16
CH-135908,Chennai,Premium,Builder Floor,5,5,2486.33,1696.05,0,2,14,Furnished,1,0,1,5.76,6.08,147.39
AH-495243,Ahmedabad,Mid-Range,Independent House,2,2,1388.09,999.3,8,21,28,Furnished,1,1,0,1.53,13.44,57.84
HY-452007,Hyderabad,Premium,Apartment,3,3,1899.82,1594.97,13,34,3,Unfurnished,1,1,0,3.46,4.77,286.61
CH-513453,Chandigarh,Mid-Range,Villa,4,5,1571.06,1252.71,12,28,28,Furnished,1,1,0,2.57,4.34,86.97
KO-012872,Kolkata,Affordable,Villa,4,5,842.05,561.67,21,22,18,Furnished,0,1,0,5.55,7.02,19.019609560346858
BA-942326,Bangalore,Affordable,Independent House,4,5,994.5,824.42,9,29,23,Furnished,0,1,1,1.03,12.31,42.57
DE-947928,Delhi,Mid-Range,Independent House,5,5,1227.52,980.77,33,39,27,Furnished,0,1,0,5.05,15.27,49.81975673804283
CH-421496,Chennai,Mid-Range,Builder Floor,4,4,1165.64,854.37,0,1,20,Semi-Furnished,0,1,1,5.48,14.06,94.54
KO-608720,Kolkata,Mid-Range,Builder Floor,5,5,1348.2,981.59,1,12,13,Furnished,0,1,0,3.13,6.53,202.19501926486907
CH-769550,Chandigarh,Premium,Independent House,4,4,1220.58,919.46,6,7,1,Semi-Furnished,0,1,0,0.33,8.56,63.95325707805568
BA-233414,Bangalore,Affordable,Independent House,3,3,588.92,486.13,2,24,33,Unfurnished,1,1,1,3.63,15.57,21.93
PU-093660,Pune,Affordable,Builder Floor,2,3,930.21,628.63,0,1,24,Unfurnished,1,0,1,5.37,16.28,37.68
BA-617185,Bangalore,Mid-Range,Builder Floor,1,1,1457.28,1120.27,0,11,14,Unfurnished,1,1,0,4.26,4.88,101.37
DE-846926,Delhi,Mid-Range,Builder Floor,5,5,938.19,671.15,12,15,19,Furnished,1,1,1,5.04,5.37,101.94
CH-244262,Chandigarh,Affordable,Apartment,5,6,528.52,411.15,12,33,28,Semi-Furnished,1,1,1,5.93,8.57,31.31
PU-540282,Pune,Mid-Range,Independent House,1,2,1165.04,955.34,1,35,20,Furnished,0,1,0,3.58,7.83,101.34
PU-926874,Pune,Mid-Range,Apartment,1,2,1524.39,1176.19,3,12,33,Semi-Furnished,1,1,1,4.21,8.61,72.53
KO-950035,Kolkata,Mid-Range,Villa,3,4,1088.78,723.4,3,22,6,Furnished,1,1,0,3.04,10.26,84.24
DE-276047,Delhi,Mid-Range,Villa,2,3,1509.85,1205.59,5,6,19,Furnished,1,1,0,2.5,3.2,316.34
MU-097526,Mumbai,Affordable,Apartment,3,3,980.84,657.16,10,14,22,Furnished,1,1,0,0.99,8.22,138.85
KO-046087,Kolkata,Premium,Builder Floor,5,5,1628.73,1125.04,20,35,22,Furnished,1,1,1,1.9,8.59,119.34
BA-369748,Bangalore,Premium,Independent House,4,5,2964.66,1934.08,13,22,26,Semi-Furnished,1,1,1,2.89,7.42,263.17
CH-143405,Chennai,Mid-Range,Apartment,4,5,902.69,764.0,3,18,7,Furnished,0,1,0,2.35,6.57,55.78
HY-900107,Hyderabad,Premium,Apartment,2,3,2747.61,2139.18,13,34,23,Unfurnished,1,1,0,4.54,9.56,206.84
JA-373597,Jaipur,Affordable,Independent House,4,5,895.82,759.87,2,39,28,Semi-Furnished,1,1,1,0.66,0.93,41.63
AH-450509,Ahmedabad,Mid-Range,Builder Floor,3,3,1107.95,841.93,0,4,14,Unfurnished,0,1,0,0.42,14.42,29.66
CH-692815,Chandigarh,Affordable,Villa,1,2,642.54,459.12,20,29,12,Semi-Furnished,1,1,0,3.77,7.37,41.98
JA-501617,Jaipur,Mid-Range,Builder Floor,3,4,1079.76,707.65,2,20,3,Furnished,1,1,1,8.05,4.46,57.67
PU-427456,Pune,Affordable,Builder Floor,2,2,753.39,576.86,4,39,22,Semi-Furnished,0,1,1,3.55,11.1,31.58
BA-442010,Bangalore,Mid-Range,Independent House,3,3,1091.36,794.6,10,17,0,Semi-Furnished,1,1,1,0.12,6.52,101.97
KO-831168,Kolkata,Affordable,Villa,3,4,668.5,489.59,27,37,3,Unfurnished,0,1,1,1.88,1.53,31.43
JA-365957,Jaipur,Mid-Range,Builder Floor,2,3,1797.2,1292.5,1,14,20,Semi-Furnished,0,1,1,2.96,4.59,89.65
AH-452468,Ahmedabad,Premium,Builder Floor,2,3,1438.24,1088.98,5,8,28,Furnished,0,1,0,2.41,15.55,59.43
JA-942829,Jaipur,Premium,Apartment,1,1,534.69,390.09,6,36,26,Unfurnished,1,1,0,5.55,6.2,33.39
PU-494218,Pune,Mid-Range,Apartment,4,4,907.59,672.82,35,37,28,Semi-Furnished,1,1,1,7.0,1.92,100.72
KO-184856,Kolkata,Premium,Independent House,3,3,1741.71,1401.43,1,27,11,Furnished,1,1,0,2.61,10.99,124.81
KO-205082,Kolkata,Mid-Range,Independent House,1,2,627.19,411.27,15,26,5,Semi-Furnished,1,1,0,5.64,11.29,30.53
MU-786891,Mumbai,Affordable,Apartment,3,3,640.79,520.25,23,29,0,Furnished,1,1,0,1.49,2.75,63.38289587921993
AH-510811,Ahmedabad,Mid-Range,Villa,4,4,1191.04,784.1,3,35,27,Furnished,1,1,0,6.06,8.45,55.74
HY-478179,Hyderabad,Mid-Range,Apartment,3,4,1005.61,695.24,1,19,34,Furnished,0,1,1,1.75,7.09,71.78
JA-972871,Jaipur,Mid-Range,Apartment,2,2,1572.9,1081.16,0,4,0,Furnished,1,1,1,2.18,3.21,47.38
CH-806839,Chennai,Mid-Range,Independent House,2,2,1283.33,1020.26,17,26,11,Furnished,1,1,1,3.39,17.18,93.65
CH-257205,Chandigarh,Mid-Range,Builder Floor,3,4,1011.26,747.89,28,39,12,Furnished,1,1,0,0.51,7.93,84.26
CH-997731,Chandigarh,Mid-Range,Independent House,5,5,950.42,763.2,12,24,28,Unfurnished,1,1,1,1.65,2.95,42.76
DE-721986,Delhi,Premium,Builder Floor,3,3,2259.95,1588.64,3,7,23,Furnished,1,1,1,3.85,10.29,342.73
BA-351015,Bangalore,Mid-Range,Independent House,3,3,1015.98,762.45,4,5,16,Unfurnished,0,1,0,6.14,7.18,305.5969125096099
PU-405631,Pune,Mid-Range,Apartment,2,2,1252.06,836.78,28,30,8,Semi-Furnished,1,1,1,4.06,8.65,110.16
CH-967878,Chandigarh,Mid-Range,Villa,2,2,1418.5,1093.47,1,2,17,Unfurnished,1,0,1,4.57,5.24,85.45
CH-282806,Chandigarh,Affordable,Independent House,2,3,925.12,633.47,12,17,25,Furnished,0,1,1,1.49,6.97,31.13
CH-755182,Chennai,Mid-Range,Builder Floor,1,1,1146.77,917.91,30,33,10,Furnished,1,1,1,0.29,12.57,78.8
AH-728547,Ahmedabad,Affordable,Independent House,5,6,630.44,468.44,7,13,15,Semi-Furnished,0,1,0,3.62,2.7,32.87
JA-647283,Jaipur,Premium,Apartment,3,3,1608.76,1072.05,2,15,19,Unfurnished,0,1,1,3.96,6.33,115.44
HY-770477,Hyderabad,Mid-Range,Villa,3,3,843.39,655.6,14,21,2,Semi-Furnished,1,1,0,4.68,5.03,77.52
BA-096869,Bangalore,Mid-Range,Independent House,2,2,715.11,467.13,30,35,34,Semi-Furnished,1,1,1,1.35,6.01,57.17
AH-527284,Ahmedabad,Affordable,Independent House,2,3,1129.99,879.77,22,32,24,Semi-Furnished,0,1,1,0.65,11.12,31.12
JA-995776,Jaipur,Mid-Range,Apartment,2,3,1547.91,1265.26,18,19,31,Semi-Furnished,0,1,1,0.01,3.61,76.65
MU-766182,Mumbai,Affordable,Villa,2,2,916.43,654.32,5,23,25,Semi-Furnished,1,1,0,2.75,7.16,131.89
CH-613386,Chennai,Mid-Range,Independent House,4,5,1705.9,1353.14,6,9,13,Semi-Furnished,1,1,0,3.59,15.94,61.0
PU-434226,Pune,Mid-Range,Apartment,1,2,1154.05,867.58,2,26,17,Semi-Furnished,1,1,0,5.02,4.75,97.28
DE-751490,Delhi,Affordable,Villa,3,3,800.11,608.32,25,32,2,Furnished,0,1,1,3.04,7.82,84.56
BA-788304,Bangalore,Mid-Range,Villa,4,5,624.25,509.53,1,20,29,Unfurnished,0,1,1,7.18,15.42,43.33
JA-663168,Jaipur,Premium,Builder Floor,1,2,2363.87,1768.29,10,11,20,Semi-Furnished,0,1,0,4.65,7.17,166.78
CH-817707,Chandigarh,Affordable,Independent House,2,2,892.28,668.03,0,4,23,Semi-Furnished,0,1,1,5.6,10.59,39.67
JA-640246,Jaipur,Mid-Range,Builder Floor,4,4,903.44,651.59,7,17,1,Furnished,1,1,0,7.48,11.68,27.27
HY-935134,Hyderabad,Affordable,Builder Floor,3,3,682.94,490.04,0,11,23,Furnished,1,1,1,4.91,8.07,27.61
CH-176815,Chennai,Mid-Range,Villa,2,3,751.34,507.38,5,13,34,Furnished,1,1,0,5.32,6.77,28.39
AH-622601,Ahmedabad,Mid-Range,Builder Floor,1,1,1340.99,1032.45,0,5,10,Furnished,1,1,0,1.72,9.33,56.71
AH-664417,Ahmedabad,Affordable,Apartment,3,3,894.1,731.98,1,3,26,Semi-Furnished,1,1,1,6.94,11.38,18.21
MU-554552,Mumbai,Mid-Range,Apartment,4,5,1373.4,988.18,0,2,14,Furnished,1,1,1,1.67,7.7,273.55
PU-670841,Pune,Mid-Range,Apartment,3,3,1135.64,825.64,1,5,7,Semi-Furnished,1,1,1,4.73,7.09,107.45
KO-937588,Kolkata,Affordable,Apartment,5,6,809.1,528.21,0,2,18,Furnished,1,1,0,4.12,15.95,29.73
MU-255988,Mumbai,Mid-Range,Independent House,1,1,858.79,662.03,15,30,2,Furnished,1,1,1,2.77,4.65,106.22599771314589
AH-142209,Ahmedabad,Mid-Range,Builder Floor,2,3,1086.4,715.56,7,29,19,Unfurnished,0,1,1,3.36,9.89,42.47
AH-569035,Ahmedabad,Mid-Range,Independent House,2,3,1485.99,983.49,21,25,19,Unfurnished,1,1,0,1.08,6.33,77.25
AH-337977,Ahmedabad,Mid-Range,Independent House,4,5,1045.54,831.8,2,29,33,Semi-Furnished,0,1,1,2.26,12.21,33.56
BA-747690,Bangalore,Premium,Apartment,3,4,2769.03,2197.05,2,4,32,Unfurnished,1,1,1,2.52,10.58,227.88
JA-858937,Jaipur,Premium,Builder Floor,1,2,1653.65,1397.67,1,14,1,Semi-Furnished,1,1,1,1.06,5.1,143.61
AH-148434,Ahmedabad,Affordable,Builder Floor,3,3,865.96,705.27,1,2,8,Semi-Furnished,1,0,1,3.22,2.91,41.57
HY-362957,Hyderabad,Premium,Villa,6,6,1828.68,1364.83,20,39,30,Unfurnished,1,1,0,3.69,13.23,100.08
AH-539790,Ahmedabad,Mid-Range,Apartment,6,6,1158.21,869.64,29,33,8,Semi-Furnished,1,1,0,0.6,3.44,100.01
HY-133853,Hyderabad,Premium,Builder Floor,3,3,1969.12,1508.27,7,12,21,Furnished,0,1,0,5.64,2.46,153.03
JA-455855,Jaipur,Affordable,Builder Floor,4,5,638.0,435.87,5,7,33,Semi-Furnished,1,1,1,2.74,3.16,20.85
KO-581083,Kolkata,Mid-Range,Apartment,3,3,898.35,622.3,0,23,19,Unfurnished,1,1,0,1.82,0.01,56.41
KO-428666,Kolkata,Affordable,Independent House,2,2,651.13,480.99,1,5,0,Semi-Furnished,1,1,1,3.96,12.17,22.22
BA-246778,Bangalore,Mid-Range,Villa,5,6,1151.64,891.55,9,22,1,Unfurnished,1,1,1,2.05,4.75,114.74
CH-900784,Chennai,Premium,Apartment,3,3,1706.15,1345.04,3,11,13,Unfurnished,0,1,1,5.55,1.59,310.73
KO-104447,Kolkata,Premium,Builder Floor,5,5,1891.27,1301.54,2,33,17,Semi-Furnished,1,1,1,2.05,10.52,110.12
HY-793960,Hyderabad,Affordable,Apartment,3,3,475.81,349.05,1,16,7,Unfurnished,1,1,1,5.04,5.54,19.97
JA-683347,Jaipur,Mid-Range,Builder Floor,3,4,1639.4,1148.59,6,20,3,Furnished,1,1,1,4.84,10.36,56.38
DE-463468,Delhi,Affordable,Villa,4,5,902.2,754.01,4,35,5,Semi-Furnished,1,1,1,3.61,13.02,84.13
BA-761997,Bangalore,Affordable,Apartment,1,2,616.8,424.85,4,12,32,Furnished,0,1,1,2.9,8.28,47.56
CH-273177,Chandigarh,Premium,Villa,2,3,2168.41,1574.46,12,27,16,Unfurnished,1,1,0,5.17,11.0,156.3
JA-700182,Jaipur,Affordable,Villa,3,3,652.3,514.72,0,33,7,Furnished,0,1,0,4.31,8.06,11.97
JA-854450,Jaipur,Mid-Range,Builder Floor,4,4,1698.5,1197.36,8,34,9,Unfurnished,1,1,1,1.83,14.53,51.91
PU-752350,Pune,Mid-Range,Builder Floor,5,5,1020.26,845.02,25,39,12,Furnished,1,1,1,1.64,3.13,100.58
AH-108127,Ahmedabad,Affordable,Builder Floor,2,3,679.87,514.46,3,7,20,Semi-Furnished,0,1,0,4.79,1.49,20.64
JA-320549,Jaipur,Mid-Range,Builder Floor,6,6,1547.36,1228.6,3,32,4,Semi-Furnished,1,1,1,3.4,10.5,42.25
DE-795436,Delhi,Premium,Villa,3,3,2633.52,1763.88,11,26,31,Furnished,1,1,0,2.72,1.39,316.51
KO-563977,Kolkata,Premium,Apartment,4,4,1262.82,885.04,6,12,19,Semi-Furnished,1,1,1,2.27,4.23,117.98
PU-746936,Pune,Premium,Independent House,4,5,1799.11,1358.57,0,2,21,Semi-Furnished,1,0,1,3.57,9.62,125.69
PU-728654,Pune,Mid-Range,Apartment,3,4,1279.48,937.08,0,1,8,Furnished,1,0,1,8.17,12.06,56.37
PU-091570,Pune,Mid-Range,Independent House,5,5,1228.73,994.66,16,17,3,Semi-Furnished,0,1,1,1.67,12.11,94.48
AH-709972,Ahmedabad,Mid-Range,Independent House,2,3,1636.77,1299.6,4,13,10,Furnished,0,1,1,1.89,6.2,373.62350620256376
CH-208639,Chennai,Mid-Range,Independent House,5,6,1399.32,991.55,2,11,16,Unfurnished,0,1,1,5.45,7.69,120.53
JA-659425,Jaipur,Mid-Range,Builder Floor,2,2,875.02,649.5,0,22,15,Furnished,1,1,1,2.37,6.2,39.17
JA-303787,Jaipur,Mid-Range,Builder Floor,2,3,1432.06,1210.12,16,31,8,Semi-Furnished,1,1,0,0.9,3.83,49.73
MU-165336,Mumbai,Premium,Independent House,3,4,713.41,539.45,0,1,0,Furnished,1,0,1,0.0,9.97,223.41
MU-885364,Mumbai,Affordable,Independent House,1,2,697.83,575.36,10,26,0,Semi-Furnished,1,1,1,5.85,7.25,86.85
KO-023511,Kolkata,Mid-Range,Apartment,2,2,1394.1,981.41,9,11,5,Furnished,0,1,0,1.75,3.98,74.74
PU-074233,Pune,Mid-Range,Independent House,2,2,1491.08,1139.21,4,11,3,Furnished,1,1,1,3.28,7.91,196.55
CH-309693,Chennai,Mid-Range,Independent House,3,4,1360.12,994.75,11,12,14,Unfurnished,0,1,0,2.86,0.78,72.84
BA-710969,Bangalore,Mid-Range,Builder Floor,3,3,1239.11,843.74,3,5,1,Furnished,1,1,1,4.15,3.26,176.88
DE-170720,Delhi,Premium,Independent House,1,1,2382.15,1927.74,29,32,0,Semi-Furnished,0,1,0,1.74,3.53,442.63
DE-219200,Delhi,Mid-Range,Villa,3,3,1152.82,757.42,3,6,8,Furnished,1,1,0,0.36,6.84,210.71
JA-650683,Jaipur,Mid-Range,Apartment,6,6,864.49,655.02,15,33,5,Furnished,1,1,0,3.22,6.89,43.81
JA-151652,Jaipur,Mid-Range,Independent House,5,5,1004.03,795.15,1,16,27,Semi-Furnished,1,1,1,4.18,11.74,24.68
JA-643286,Jaipur,Premium,Villa,2,3,2399.29,1897.06,2,7,25,Unfurnished,1,1,0,0.36,13.68,127.32
CH-883739,Chandigarh,Affordable,Villa,2,3,797.85,631.52,2,23,0,Semi-Furnished,1,1,0,4.88,8.85,37.29
AH-660228,Ahmedabad,Mid-Range,Builder Floor,4,4,1259.22,879.57,0,12,0,Semi-Furnished,1,1,1,3.09,5.32,65.5
CH-946989,Chandigarh,Premium,Independent House,3,4,1994.9,1524.93,1,16,2,Unfurnished,1,1,0,3.56,6.53,261.24
CH-358013,Chandigarh,Mid-Range,Villa,4,4,520.93,428.79,19,25,16,Unfurnished,1,1,1,1.06,7.04,37.29
HY-489732,Hyderabad,Affordable,Independent House,1,1,879.37,671.26,7,19,11,Furnished,0,1,1,0.35,8.26,34.91
JA-981515,Jaipur,Affordable,Apartment,3,3,625.64,445.87,3,25,30,Furnished,1,1,0,5.61,1.8,27.67
MU-941493,Mumbai,Mid-Range,Builder Floor,3,4,1147.86,812.26,7,26,25,Semi-Furnished,0,1,1,2.04,7.52,237.01
KO-298468,Kolkata,Premium,Apartment,3,3,2017.0,1458.22,0,6,17,Furnished,0,1,0,4.47,12.56,104.37
KO-801945,Kolkata,Mid-Range,Villa,2,2,1227.52,933.09,1,6,8,Unfurnished,1,1,1,0.57,8.61,85.25
CH-634256,Chennai,Mid-Range,Independent House,2,3,1278.76,946.06,6,37,0,Semi-Furnished,1,1,0,0.41,6.5,78.9
AH-457775,Ahmedabad,Mid-Range,Apartment,3,4,1332.86,1081.0,0,6,14,Semi-Furnished,1,1,1,7.05,6.35,45.59
DE-582070,Delhi,Premium,Villa,2,3,1995.65,1383.0,31,37,23,Furnished,1,1,1,3.35,6.41,297.44
JA-647776,Jaipur,Premium,Apartment,4,5,1775.77,1392.5,12,15,2,Furnished,1,1,0,1.93,1.11,161.33
CH-547820,Chandigarh,Mid-Range,Villa,2,2,1083.1,828.65,1,6,31,Furnished,1,1,0,5.32,5.11,58.18
AH-152599,Ahmedabad,Premium,Apartment,3,4,2039.52,1652.03,12,26,3,Semi-Furnished,0,1,1,3.65,8.84,143.38
